5.000,0.000,-200.000,0.000,-0.000,NaN,NaN
5.796,0.000,-200.000,0.000,-0.000,NaN,NaN
6.718,0.000,-200.000,0.000,-0.000,NaN,NaN
7.788,0.000,200.000,0.000,-0.000,NaN,NaN
9.028,0.000,-200.000,0.000,-0.000,NaN,NaN
10.465,0.000,200.000,0.000,-0.000,NaN,NaN
12.130,0.000,200.000,0.000,-0.000,NaN,NaN
14.061,0.000,-200.000,0.000,-0.000,NaN,NaN
16.299,0.000,-200.000,-0.000,-0.000,NaN,NaN
18.894,0.000,200.000,-0.000,-0.000,NaN,NaN
21.901,0.000,-200.000,0.000,-0.000,NaN,NaN
25.387,0.000,200.000,0.000,-0.000,NaN,NaN
29.428,0.000,200.000,0.000,0.000,NaN,NaN
34.113,0.000,200.000,0.000,-0.000,NaN,NaN
39.543,0.000,-200.000,0.000,-0.000,NaN,NaN
45.837,0.000,200.000,-0.000,0.000,NaN,NaN
53.133,0.000,-200.000,0.000,0.000,NaN,NaN
61.591,0.000,-200.000,0.000,0.000,NaN,NaN
71.395,0.000,200.000,0.000,0.000,NaN,NaN
82.759,0.000,-200.000,0.000,0.000,NaN,NaN
95.932,0.000,200.000,0.000,0.000,NaN,NaN
111.202,0.000,200.000,0.000,0.000,NaN,NaN
128.903,0.000,200.000,0.000,0.000,NaN,NaN
149.422,0.000,200.000,0.000,0.000,NaN,NaN
173.206,0.000,200.000,-0.000,0.000,NaN,NaN
200.777,0.000,200.000,-0.000,0.000,NaN,NaN
232.736,0.000,200.000,-0.000,0.000,NaN,NaN
269.782,0.000,200.000,0.000,0.000,NaN,NaN
312.725,0.000,200.000,0.000,0.000,NaN,NaN
362.504,0.000,200.000,0.000,0.000,NaN,NaN
420.206,0.000,200.000,0.000,0.000,NaN,NaN
487.093,0.000,200.000,0.000,0.000,NaN,NaN
564.627,0.000,200.000,0.000,0.000,NaN,NaN
654.502,0.000,200.000,0.000,0.000,NaN,NaN
758.684,0.000,200.000,-0.000,0.000,NaN,NaN
879.449,0.000,200.000,0.000,0.000,NaN,NaN
1019.437,0.000,200.000,0.000,0.000,NaN,NaN
1181.708,0.000,200.000,0.000,0.000,NaN,NaN
1369.809,0.000,200.000,0.000,0.000,NaN,NaN
